vpa,name,bank,is_merchant,mcc,account_age_days,kyc_level,avg_amount,usual_hours,home_device,balance,is_corporate,blacklisted,is_spoof
user0655@icici,User 655,SBI,0,0,1830,BASIC,1000.0,9-20,dev_0655,177292.0,0,0,
user0656@ybl,User 656,YBL,0,0,469,BASIC,500.0,9-20,dev_0656,89749.0,0,0,
user0657@hdfc,User 657,AXIS,0,0,1850,VIDEO,2000.0,7-20,dev_0657,132081.0,0,0,
user0658@ybl,User 658,HDFC,0,0,266,BASIC,500.0,10-21,dev_0658,173507.0,0,0,
user0659@paytm,User 659,AXIS,0,0,7,BASIC,1000.0,8-21,dev_0659,112117.0,0,0,
user0660@sbi,User 660,ICICI,0,0,1298,VIDEO,5000.0,7-22,dev_0660,26307.0,0,0,
user0661@ybl,User 661,HDFC,0,0,574,BASIC,500.0,7-19,dev_0661,92203.0,0,0,
user0662@paytm,User 662,SBI,0,0,720,BASIC,500.0,9-22,dev_0662,39290.0,0,0,
user0663@hdfc,User 663,ICICI,0,0,135,CORPORATE,1000.0,6-20,dev_0663,198986.0,0,0,
user0664@paytm,User 664,AXIS,0,0,1698,BASIC,1000.0,7-19,dev_0664,29617.0,0,0,
user0665@paytm,User 665,AXIS,0,0,268,VIDEO,5000.0,10-19,dev_0665,35356.0,0,0,
user0666@axis,User 666,ICICI,0,0,1183,BASIC,500.0,8-20,dev_0666,163125.0,0,0,
user0667@paytm,User 667,YBL,0,0,8,VIDEO,500.0,7-20,dev_0667,59842.0,0,0,
user0668@hdfc,User 668,PAYTM,0,0,210,BASIC,500.0,6-21,dev_0668,189102.0,0,0,
user0669@axis,User 669,SBI,0,0,734,VIDEO,12000.0,9-20,dev_0669,93351.0,0,0,
user0670@hdfc,User 670,AXIS,0,0,1470,VIDEO,500.0,8-20,dev_0670,82990.0,0,0,
user0671@sbi,User 671,YBL,0,0,1564,BASIC,1000.0,8-22,dev_0671,91651.0,0,0,
user0672@sbi,User 672,AXIS,0,0,227,BASIC,500.0,6-22,dev_0672,37634.0,0,0,
user0673@axis,User 673,HDFC,0,0,1808,BASIC,2000.0,7-20,dev_0673,42789.0,0,0,
user0674@hdfc,User 674,PAYTM,0,0,926,VIDEO,500.0,8-20,dev_0674,57129.0,0,0,
user0675@paytm,User 675,PAYTM,0,0,563,BASIC,2000.0,7-20,dev_0675,84955.0,0,0,
user0676@hdfc,User 676,PAYTM,0,0,1824,BASIC,500.0,7-22,dev_0676,137950.0,0,0,
user0677@sbi,User 677,AXIS,0,0,497,BASIC,500.0,9-19,dev_0677,60755.0,0,0,
user0678@icici,User 678,YBL,0,0,21,VIDEO,2000.0,8-20,dev_0678,43351.0,0,0,
user0679@sbi,User 679,ICICI,0,0,1117,BASIC,5000.0,8-19,dev_0679,197940.0,0,0,
user0680@sbi,User 680,HDFC,0,0,1848,BASIC,1000.0,8-20,dev_0680,90489.0,0,0,
user0681@hdfc,User 681,SBI,0,0,1436,BASIC,500.0,8-21,dev_0681,82480.0,0,0,
user0682@ybl,User 682,PAYTM,0,0,11,VIDEO,500.0,6-20,dev_0682,58754.0,0,0,
user0683@icici,User 683,YBL,0,0,1195,BASIC,5000.0,10-19,dev_0683,174263.0,0,0,
user0684@axis,User 684,PAYTM,0,0,12,CORPORATE,2000.0,6-20,dev_0684,58474.0,0,0,
user0685@sbi,User 685,ICICI,0,0,989,BASIC,500.0,6-20,dev_0685,152810.0,0,0,
user0686@axis,User 686,HDFC,0,0,1640,VIDEO,1000.0,6-20,dev_0686,84677.0,0,0,
user0687@axis,User 687,AXIS,0,0,1381,BASIC,1000.0,8-19,dev_0687,188419.0,0,1,
user0688@sbi,User 688,AXIS,0,0,1108,BASIC,1000.0,7-22,dev_0688,144337.0,0,0,
user0689@axis,User 689,YBL,0,0,840,VIDEO,1000.0,9-20,dev_0689,85727.0,0,0,
user0690@sbi,User 690,SBI,0,0,1383,VIDEO,500.0,8-19,dev_0690,69781.0,0,0,
user0691@axis,User 691,AXIS,0,0,362,BASIC,500.0,6-22,dev_0691,87871.0,0,0,
user0692@sbi,User 692,AXIS,0,0,327,VIDEO,1000.0,7-21,dev_0692,31637.0,0,0,
user0693@axis,User 693,HDFC,0,0,4,BASIC,2000.0,9-20,dev_0693,190166.0,0,0,
user0694@icici,User 694,SBI,0,0,1040,VIDEO,500.0,6-22,dev_0694,57930.0,0,0,
user0695@ybl,User 695,YBL,0,0,521,BASIC,500.0,6-20,dev_0695,128890.0,0,0,
user0696@icici,User 696,PAYTM,0,0,1067,VIDEO,1000.0,9-21,dev_0696,48270.0,0,0,
user0697@ybl,User 697,AXIS,0,0,1217,VIDEO,500.0,7-22,dev_0697,71358.0,0,0,
user0698@paytm,User 698,SBI,0,0,824,BASIC,2000.0,6-22,dev_0698,48879.0,0,0,
user0699@icici,User 699,YBL,0,0,992,VIDEO,2000.0,7-19,dev_0699,103742.0,0,0,
user0700@paytm,User 700,HDFC,0,0,408,VIDEO,500.0,8-22,dev_0700,143482.0,0,0,
user0701@icici,User 701,SBI,0,0,6,BASIC,2000.0,6-20,dev_0701,95793.0,0,0,
user0702@ybl,User 702,ICICI,0,0,1512,BASIC,2000.0,7-20,dev_0702,184478.0,0,0,
user0703@icici,User 703,SBI,0,0,1766,BASIC,500.0,6-21,dev_0703,71563.0,0,0,
user0704@sbi,User 704,ICICI,0,0,1529,BASIC,500.0,9-21,dev_0704,158574.0,0,0,
user0705@icici,User 705,ICICI,0,0,1465,VIDEO,1000.0,6-22,dev_0705,41632.0,0,0,
user0706@sbi,User 706,HDFC,0,0,1091,VIDEO,12000.0,8-22,dev_0706,121060.0,0,0,
user0707@icici,User 707,YBL,0,0,1499,BASIC,500.0,9-20,dev_0707,196224.0,0,0,
user0708@axis,User 708,SBI,0,0,760,BASIC,500.0,10-19,dev_0708,35955.0,0,0,
user0709@icici,User 709,HDFC,0,0,77,BASIC,500.0,7-20,dev_0709,67058.0,0,0,
user0710@icici,User 710,YBL,0,0,675,BASIC,500.0,9-19,dev_0710,118522.0,0,0,
user0711@icici,User 711,PAYTM,0,0,1833,BASIC,2000.0,7-20,dev_0711,48667.0,0,0,
user0712@sbi,User 712,SBI,0,0,1288,BASIC,1000.0,7-21,dev_0712,184282.0,0,1,
user0713@axis,User 713,SBI,0,0,749,BASIC,2000.0,10-20,dev_0713,48591.0,0,0,
user0714@ybl,User 714,SBI,0,0,483,BASIC,2000.0,7-20,dev_0714,154537.0,0,0,
user0715@icici,User 715,PAYTM,0,0,1322,BASIC,2000.0,8-21,dev_0715,83553.0,0,0,
user0716@hdfc,User 716,YBL,0,0,442,BASIC,2000.0,7-22,dev_0716,103776.0,0,0,
user0717@ybl,User 717,AXIS,0,0,1689,VIDEO,5000.0,8-20,dev_0717,127755.0,0,0,
user0718@paytm,User 718,HDFC,0,0,15,VIDEO,1000.0,8-21,dev_0718,6454.0,0,0,
user0719@paytm,User 719,PAYTM,0,0,444,VIDEO,2000.0,8-19,dev_0719,42068.0,0,0,
user0720@hdfc,User 720,AXIS,0,0,673,CORPORATE,500.0,7-19,dev_0720,52928.0,0,0,
user0721@paytm,User 721,YBL,0,0,1961,VIDEO,500.0,10-21,dev_0721,87229.0,0,0,
user0722@icici,User 722,YBL,0,0,1125,BASIC,500.0,10-19,dev_0722,122514.0,0,0,
user0723@paytm,User 723,SBI,0,0,341,VIDEO,1000.0,6-20,dev_0723,105026.0,0,0,
user0724@axis,User 724,SBI,0,0,630,VIDEO,1000.0,7-20,dev_0724,93286.0,0,0,
user0725@icici,User 725,YBL,0,0,350,BASIC,1000.0,7-20,dev_0725,144875.0,0,0,
user0726@axis,User 726,ICICI,0,0,1870,BASIC,500.0,8-22,dev_0726,157865.0,0,0,
user0727@paytm,User 727,AXIS,0,0,1532,CORPORATE,1000.0,7-19,dev_0727,76049.0,0,0,
user0728@hdfc,User 728,SBI,0,0,1666,BASIC,2000.0,9-21,dev_0728,114834.0,0,1,
user0729@ybl,User 729,PAYTM,0,0,934,VIDEO,2000.0,9-19,dev_0729,61176.0,0,0,
user0730@axis,User 730,HDFC,0,0,1521,CORPORATE,2000.0,6-22,dev_0730,27757.0,0,0,
user0731@paytm,User 731,ICICI,0,0,1041,BASIC,500.0,9-20,dev_0731,64832.0,0,0,
user0732@paytm,User 732,PAYTM,0,0,912,CORPORATE,500.0,8-21,dev_0732,183755.0,0,0,
user0733@ybl,User 733,YBL,0,0,986,BASIC,500.0,6-20,dev_0733,102507.0,0,0,
user0734@ybl,User 734,ICICI,0,0,1265,CORPORATE,2000.0,7-21,dev_0734,67199.0,0,0,
user0735@sbi,User 735,PAYTM,0,0,997,VIDEO,5000.0,10-22,dev_0735,58976.0,0,0,
user0736@ybl,User 736,AXIS,0,0,2,VIDEO,500.0,8-19,dev_0736,68326.0,0,0,
user0737@hdfc,User 737,YBL,0,0,23,VIDEO,12000.0,7-20,dev_0737,85945.0,0,0,
user0738@icici,User 738,ICICI,0,0,300,VIDEO,2000.0,7-19,dev_0738,144704.0,0,0,
user0739@ybl,User 739,ICICI,0,0,154,VIDEO,500.0,6-22,dev_0739,5835.0,0,0,
user0740@axis,User 740,AXIS,0,0,66,VIDEO,1000.0,9-21,dev_0740,15586.0,0,1,
user0741@paytm,User 741,SBI,0,0,1170,BASIC,5000.0,8-20,dev_0741,137914.0,0,0,
user0742@hdfc,User 742,PAYTM,0,0,919,VIDEO,12000.0,10-21,dev_0742,151895.0,0,0,
user0743@paytm,User 743,ICICI,0,0,950,BASIC,500.0,6-20,dev_0743,8845.0,0,0,
user0744@hdfc,User 744,HDFC,0,0,935,CORPORATE,500.0,6-22,dev_0744,192725.0,0,0,
user0745@icici,User 745,HDFC,0,0,133,BASIC,1000.0,8-21,dev_0745,28921.0,0,0,
user0746@ybl,User 746,YBL,0,0,992,BASIC,500.0,6-20,dev_0746,31838.0,0,0,
user0747@hdfc,User 747,SBI,0,0,1835,VIDEO,2000.0,7-19,dev_0747,83980.0,0,0,
user0748@paytm,User 748,SBI,0,0,908,BASIC,500.0,6-21,dev_0748,32047.0,0,0,
user0749@ybl,User 749,AXIS,0,0,1326,BASIC,1000.0,7-22,dev_0749,44284.0,0,0,
user0750@hdfc,User 750,AXIS,0,0,560,VIDEO,500.0,8-20,dev_0750,151586.0,0,0,
user0751@axis,User 751,SBI,0,0,436,BASIC,1000.0,8-21,dev_0751,119088.0,0,0,
user0752@ybl,User 752,HDFC,0,0,696,BASIC,500.0,7-21,dev_0752,183806.0,0,0,
user0753@icici,User 753,YBL,0,0,1727,VIDEO,2000.0,10-22,dev_0753,152511.0,0,0,
user0754@paytm,User 754,YBL,0,0,1917,BASIC,2000.0,6-22,dev_0754,197301.0,0,0,
user0755@paytm,User 755,ICICI,0,0,1136,BASIC,2000.0,6-21,dev_0755,123647.0,0,0,
user0756@icici,User 756,SBI,0,0,1539,BASIC,2000.0,10-22,dev_0756,198322.0,0,0,
user0757@ybl,User 757,ICICI,0,0,1249,BASIC,1000.0,6-19,dev_0757,70411.0,0,0,
user0758@hdfc,User 758,AXIS,0,0,416,BASIC,500.0,10-22,dev_0758,87956.0,0,0,
user0759@sbi,User 759,HDFC,0,0,10,BASIC,1000.0,9-19,dev_0759,183998.0,0,0,
user0760@axis,User 760,AXIS,0,0,21,BASIC,2000.0,6-22,dev_0760,33328.0,0,0,
user0761@sbi,User 761,SBI,0,0,726,BASIC,1000.0,10-19,dev_0761,149800.0,0,0,
user0762@axis,User 762,SBI,0,0,1408,BASIC,2000.0,7-20,dev_0762,166738.0,0,0,
user0763@paytm,User 763,AXIS,0,0,1189,VIDEO,5000.0,6-21,dev_0763,18536.0,0,0,
user0764@hdfc,User 764,ICICI,0,0,1831,VIDEO,500.0,9-20,dev_0764,133262.0,0,0,
user0765@sbi,User 765,SBI,0,0,868,VIDEO,1000.0,10-20,dev_0765,164720.0,0,0,
user0766@ybl,User 766,SBI,0,0,1775,VIDEO,5000.0,6-20,dev_0766,88430.0,0,0,
user0767@hdfc,User 767,ICICI,0,0,24,VIDEO,500.0,7-20,dev_0767,121480.0,0,0,
user0768@sbi,User 768,SBI,0,0,479,VIDEO,2000.0,7-19,dev_0768,47727.0,0,0,
user0769@ybl,User 769,SBI,0,0,19,BASIC,500.0,6-19,dev_0769,42198.0,0,0,
user0770@sbi,User 770,HDFC,0,0,1958,BASIC,1000.0,8-22,dev_0770,89578.0,0,0,
user0771@sbi,User 771,SBI,0,0,139,BASIC,2000.0,7-19,dev_0771,44234.0,0,0,
user0772@hdfc,User 772,PAYTM,0,0,748,VIDEO,2000.0,8-21,dev_0772,49168.0,0,0,
user0773@hdfc,User 773,SBI,0,0,426,BASIC,1000.0,9-21,dev_0773,96366.0,0,0,
user0774@axis,User 774,PAYTM,0,0,806,BASIC,1000.0,6-22,dev_0774,158161.0,0,0,
user0775@hdfc,User 775,HDFC,0,0,1645,BASIC,12000.0,9-20,dev_0775,122195.0,0,0,
user0776@paytm,User 776,ICICI,0,0,18,BASIC,1000.0,9-20,dev_0776,166847.0,0,0,
user0777@paytm,User 777,HDFC,0,0,1635,CORPORATE,500.0,6-20,dev_0777,149058.0,0,0,
user0778@sbi,User 778,HDFC,0,0,1102,VIDEO,1000.0,10-21,dev_0778,6140.0,0,0,
user0779@ybl,User 779,HDFC,0,0,1088,BASIC,5000.0,6-21,dev_0779,130959.0,0,0,
user0780@icici,User 780,SBI,0,0,266,VIDEO,500.0,9-19,dev_0780,15764.0,0,0,
user0781@axis,User 781,ICICI,0,0,247,CORPORATE,1000.0,6-21,dev_0781,17271.0,0,0,
user0782@ybl,User 782,ICICI,0,0,466,CORPORATE,500.0,9-22,dev_0782,116753.0,0,1,
user0783@hdfc,User 783,SBI,0,0,770,VIDEO,1000.0,6-22,dev_0783,182953.0,0,0,
user0784@icici,User 784,YBL,0,0,666,BASIC,2000.0,8-21,dev_0784,51242.0,0,0,
user0785@axis,User 785,ICICI,0,0,8,BASIC,12000.0,7-20,dev_0785,54705.0,0,0,
user0786@icici,User 786,HDFC,0,0,1757,BASIC,2000.0,6-20,dev_0786,37856.0,0,0,
user0787@hdfc,User 787,PAYTM,0,0,1102,BASIC,500.0,8-21,dev_0787,68786.0,0,0,
user0788@icici,User 788,ICICI,0,0,342,BASIC,500.0,6-20,dev_0788,91515.0,0,0,
user0789@axis,User 789,HDFC,0,0,1835,CORPORATE,500.0,9-22,dev_0789,43644.0,0,0,
user0790@paytm,User 790,AXIS,0,0,1066,VIDEO,2000.0,7-22,dev_0790,168724.0,0,0,
user0791@sbi,User 791,ICICI,0,0,62,VIDEO,1000.0,9-21,dev_0791,112177.0,0,0,
user0792@hdfc,User 792,PAYTM,0,0,1944,BASIC,500.0,8-19,dev_0792,135829.0,0,0,
user0793@ybl,User 793,SBI,0,0,401,BASIC,1000.0,6-21,dev_0793,176405.0,0,0,
user0794@axis,User 794,ICICI,0,0,1863,BASIC,500.0,9-20,dev_0794,24733.0,0,0,
user0795@paytm,User 795,ICICI,0,0,362,BASIC,2000.0,7-22,dev_0795,176451.0,0,1,
user0796@paytm,User 796,HDFC,0,0,8,VIDEO,5000.0,8-22,dev_0796,196535.0,0,0,
user0797@paytm,User 797,YBL,0,0,806,VIDEO,2000.0,9-21,dev_0797,144806.0,0,0,
user0798@sbi,User 798,AXIS,0,0,1009,VIDEO,500.0,8-21,dev_0798,88212.0,0,0,
user0799@icici,User 799,HDFC,0,0,1289,VIDEO,1000.0,6-19,dev_0799,85675.0,0,0,
user0800@ybl,User 800,ICICI,0,0,1800,VIDEO,500.0,8-20,dev_0800,111871.0,0,0,
user0801@axis,User 801,AXIS,0,0,18,BASIC,1000.0,8-20,dev_0801,143623.0,0,0,
user0802@axis,User 802,YBL,0,0,914,BASIC,500.0,9-19,dev_0802,123090.0,0,0,
user0803@sbi,User 803,YBL,0,0,15,VIDEO,2000.0,7-19,dev_0803,123500.0,0,0,
user0804@hdfc,User 804,YBL,0,0,877,BASIC,1000.0,6-19,dev_0804,87043.0,0,0,
user0805@axis,User 805,SBI,0,0,18,BASIC,500.0,9-19,dev_0805,114727.0,0,0,
user0806@icici,User 806,PAYTM,0,0,1268,BASIC,1000.0,9-20,dev_0806,118179.0,0,0,
user0807@sbi,User 807,SBI,0,0,923,BASIC,5000.0,6-19,dev_0807,75274.0,0,0,
user0808@paytm,User 808,PAYTM,0,0,318,BASIC,2000.0,10-19,dev_0808,86613.0,0,0,
user0809@hdfc,User 809,ICICI,0,0,1410,VIDEO,500.0,6-22,dev_0809,178918.0,0,0,
user0810@ybl,User 810,SBI,0,0,761,CORPORATE,5000.0,9-21,dev_0810,105598.0,0,0,
user0811@ybl,User 811,ICICI,0,0,777,BASIC,2000.0,8-20,dev_0811,77737.0,0,0,
user0812@ybl,User 812,YBL,0,0,195,VIDEO,500.0,8-22,dev_0812,155019.0,0,0,
user0813@hdfc,User 813,HDFC,0,0,1719,BASIC,1000.0,6-21,dev_0813,61764.0,0,0,
user0814@paytm,User 814,YBL,0,0,20,VIDEO,500.0,10-20,dev_0814,17340.0,0,0,
user0815@hdfc,User 815,ICICI,0,0,21,VIDEO,5000.0,8-20,dev_0815,125137.0,0,0,
user0816@sbi,User 816,ICICI,0,0,262,CORPORATE,2000.0,10-21,dev_0816,166117.0,0,0,
user0817@ybl,User 817,PAYTM,0,0,2,VIDEO,2000.0,6-20,dev_0817,178319.0,0,0,
user0818@paytm,User 818,HDFC,0,0,1818,VIDEO,1000.0,9-20,dev_0818,58724.0,0,0,
user0819@paytm,User 819,YBL,0,0,1907,CORPORATE,500.0,10-20,dev_0819,135266.0,0,0,
user0820@sbi,User 820,AXIS,0,0,1588,BASIC,2000.0,9-22,dev_0820,137611.0,0,0,
user0821@ybl,User 821,PAYTM,0,0,24,VIDEO,12000.0,10-19,dev_0821,79577.0,0,0,
user0822@sbi,User 822,AXIS,0,0,337,BASIC,2000.0,6-19,dev_0822,51738.0,0,0,
user0823@sbi,User 823,PAYTM,0,0,1867,BASIC,2000.0,10-20,dev_0823,85592.0,0,0,
user0824@icici,User 824,YBL,0,0,1614,VIDEO,2000.0,7-22,dev_0824,52346.0,0,0,
user0825@axis,User 825,YBL,0,0,1125,CORPORATE,2000.0,6-21,dev_0825,22086.0,0,0,
user0826@sbi,User 826,PAYTM,0,0,532,VIDEO,5000.0,8-21,dev_0826,176449.0,0,0,
user0827@ybl,User 827,SBI,0,0,17,VIDEO,2000.0,8-19,dev_0827,27265.0,0,0,
user0828@icici,User 828,YBL,0,0,1339,VIDEO,5000.0,8-21,dev_0828,85716.0,0,0,
user0829@paytm,User 829,PAYTM,0,0,1470,BASIC,1000.0,8-20,dev_0829,166917.0,0,0,
user0830@paytm,User 830,AXIS,0,0,1377,VIDEO,500.0,8-21,dev_0830,107107.0,0,0,
user0831@axis,User 831,SBI,0,0,855,VIDEO,1000.0,7-20,dev_0831,169876.0,0,0,
user0832@axis,User 832,AXIS,0,0,1392,VIDEO,500.0,7-20,dev_0832,107450.0,0,0,
user0833@ybl,User 833,SBI,0,0,1327,VIDEO,1000.0,7-20,dev_0833,23796.0,0,0,
user0834@ybl,User 834,ICICI,0,0,791,VIDEO,500.0,8-20,dev_0834,57793.0,0,0,
user0835@hdfc,User 835,YBL,0,0,6,CORPORATE,5000.0,10-22,dev_0835,158140.0,0,0,
user0836@hdfc,User 836,YBL,0,0,144,VIDEO,500.0,6-20,dev_0836,118374.0,0,0,
user0837@ybl,User 837,PAYTM,0,0,119,VIDEO,2000.0,7-21,dev_0837,148214.0,0,0,
user0838@axis,User 838,ICICI,0,0,308,BASIC,2000.0,10-19,dev_0838,129236.0,0,0,
user0839@axis,User 839,AXIS,0,0,986,VIDEO,500.0,6-19,dev_0839,39398.0,0,0,
user0840@sbi,User 840,AXIS,0,0,1583,BASIC,500.0,7-20,dev_0840,101037.0,0,0,
user0841@axis,User 841,YBL,0,0,224,VIDEO,2000.0,6-22,dev_0841,119760.0,0,0,
user0842@icici,User 842,AXIS,0,0,286,BASIC,2000.0,6-20,dev_0842,108189.0,0,0,
user0843@icici,User 843,SBI,0,0,1607,VIDEO,500.0,6-22,dev_0843,176870.0,0,0,
user0844@icici,User 844,ICICI,0,0,24,BASIC,500.0,7-21,dev_0844,108157.0,0,0,
user0845@icici,User 845,SBI,0,0,1567,BASIC,2000.0,8-22,dev_0845,62116.0,0,1,
user0846@hdfc,User 846,ICICI,0,0,1149,VIDEO,1000.0,9-20,dev_0846,164782.0,0,0,
user0847@sbi,User 847,ICICI,0,0,540,BASIC,12000.0,6-21,dev_0847,53620.0,0,0,
user0848@hdfc,User 848,SBI,0,0,1331,VIDEO,1000.0,7-21,dev_0848,140084.0,0,0,
user0849@axis,User 849,ICICI,0,0,7,BASIC,500.0,10-20,dev_0849,135148.0,0,0,
user0850@ybl,User 850,ICICI,0,0,11,VIDEO,1000.0,7-21,dev_0850,88894.0,0,0,
user0851@hdfc,User 851,HDFC,0,0,8,BASIC,2000.0,6-20,dev_0851,35341.0,0,0,
user0852@ybl,User 852,AXIS,0,0,1559,VIDEO,500.0,9-19,dev_0852,126068.0,0,0,
user0853@axis,User 853,PAYTM,0,0,1991,VIDEO,1000.0,6-20,dev_0853,48099.0,0,0,
user0854@ybl,User 854,SBI,0,0,1031,BASIC,2000.0,6-22,dev_0854,166341.0,0,0,
user0855@paytm,User 855,YBL,0,0,793,BASIC,500.0,7-20,dev_0855,99236.0,0,0,
user0856@paytm,User 856,PAYTM,0,0,1169,VIDEO,5000.0,10-22,dev_0856,118232.0,0,0,
user0857@axis,User 857,ICICI,0,0,290,BASIC,1000.0,10-19,dev_0857,35503.0,0,0,
user0858@icici,User 858,AXIS,0,0,1578,VIDEO,5000.0,9-20,dev_0858,153213.0,0,1,
user0859@sbi,User 859,AXIS,0,0,173,VIDEO,500.0,9-21,dev_0859,165541.0,0,0,
user0860@axis,User 860,HDFC,0,0,317,VIDEO,5000.0,10-21,dev_0860,168534.0,0,0,
user0861@paytm,User 861,HDFC,0,0,397,BASIC,5000.0,6-19,dev_0861,93917.0,0,1,
user0862@ybl,User 862,PAYTM,0,0,1829,BASIC,5000.0,10-20,dev_0862,47919.0,0,0,
user0863@paytm,User 863,AXIS,0,0,1993,BASIC,2000.0,6-22,dev_0863,80710.0,0,0,
user0864@sbi,User 864,HDFC,0,0,897,BASIC,1000.0,7-21,dev_0864,170567.0,0,1,
user0865@axis,User 865,HDFC,0,0,1166,VIDEO,500.0,6-21,dev_0865,177927.0,0,0,
user0866@sbi,User 866,SBI,0,0,704,BASIC,1000.0,6-22,dev_0866,99910.0,0,0,
user0867@icici,User 867,HDFC,0,0,2,VIDEO,5000.0,6-19,dev_0867,40682.0,0,0,
user0868@paytm,User 868,HDFC,0,0,193,BASIC,1000.0,9-22,dev_0868,42419.0,0,0,
user0869@icici,User 869,HDFC,0,0,1612,BASIC,500.0,6-21,dev_0869,52094.0,0,0,
user0870@paytm,User 870,SBI,0,0,1255,BASIC,500.0,6-19,dev_0870,194630.0,0,0,
user0871@hdfc,User 871,PAYTM,0,0,330,VIDEO,2000.0,8-20,dev_0871,43564.0,0,0,
user0872@paytm,User 872,HDFC,0,0,24,VIDEO,12000.0,8-19,dev_0872,76704.0,0,0,
user0873@icici,User 873,HDFC,0,0,1906,BASIC,500.0,7-19,dev_0873,153720.0,0,0,
user0874@icici,User 874,HDFC,0,0,168,BASIC,500.0,10-19,dev_0874,138945.0,0,0,
user0875@sbi,User 875,HDFC,0,0,70,BASIC,500.0,7-22,dev_0875,27745.0,0,0,
user0876@sbi,User 876,SBI,0,0,698,BASIC,500.0,9-20,dev_0876,191593.0,0,0,
user0877@hdfc,User 877,AXIS,0,0,4,VIDEO,500.0,8-22,dev_0877,129833.0,0,0,
user0878@axis,User 878,PAYTM,0,0,1841,VIDEO,1000.0,9-21,dev_0878,161918.0,0,0,
user0879@ybl,User 879,ICICI,0,0,248,BASIC,1000.0,7-19,dev_0879,13412.0,0,0,
user0880@hdfc,User 880,SBI,0,0,721,VIDEO,1000.0,9-22,dev_0880,178857.0,0,0,
user0881@paytm,User 881,AXIS,0,0,1415,BASIC,1000.0,8-19,dev_0881,87827.0,0,0,
user0882@paytm,User 882,YBL,0,0,1431,BASIC,12000.0,8-21,dev_0882,77442.0,0,0,
user0883@ybl,User 883,HDFC,0,0,1341,VIDEO,2000.0,8-21,dev_0883,146966.0,0,0,
user0884@paytm,User 884,YBL,0,0,21,BASIC,2000.0,9-19,dev_0884,42993.0,0,0,
user0885@hdfc,User 885,YBL,0,0,348,VIDEO,2000.0,8-21,dev_0885,198005.0,0,0,
user0886@sbi,User 886,AXIS,0,0,345,BASIC,500.0,8-20,dev_0886,82174.0,0,0,
user0887@hdfc,User 887,ICICI,0,0,1514,BASIC,500.0,10-20,dev_0887,121744.0,0,0,
user0888@icici,User 888,AXIS,0,0,439,BASIC,2000.0,8-20,dev_0888,91707.0,0,0,
user0889@hdfc,User 889,HDFC,0,0,280,BASIC,1000.0,6-21,dev_0889,65761.0,0,0,
user0890@axis,User 890,AXIS,0,0,1647,BASIC,1000.0,10-22,dev_0890,73656.0,0,0,
user0891@paytm,User 891,HDFC,0,0,1157,BASIC,2000.0,9-20,dev_0891,39567.0,0,0,
user0892@hdfc,User 892,AXIS,0,0,1878,BASIC,500.0,6-20,dev_0892,125170.0,0,0,
user0893@sbi,User 893,ICICI,0,0,752,VIDEO,1000.0,7-20,dev_0893,184356.0,0,0,
user0894@ybl,User 894,ICICI,0,0,22,VIDEO,500.0,8-19,dev_0894,15590.0,0,0,
user0895@axis,User 895,SBI,0,0,20,BASIC,500.0,10-19,dev_0895,10473.0,0,0,
user0896@icici,User 896,ICICI,0,0,128,VIDEO,500.0,8-19,dev_0896,45982.0,0,0,
user0897@axis,User 897,AXIS,0,0,580,VIDEO,2000.0,6-21,dev_0897,21894.0,0,0,
user0898@paytm,User 898,ICICI,0,0,708,CORPORATE,12000.0,8-20,dev_0898,145339.0,0,0,
user0899@ybl,User 899,YBL,0,0,1604,BASIC,500.0,10-19,dev_0899,130652.0,0,0,
user0900@paytm,User 900,AXIS,0,0,1071,BASIC,1000.0,7-22,dev_0900,145893.0,0,0,
user0901@axis,User 901,SBI,0,0,1436,CORPORATE,1000.0,10-19,dev_0901,169960.0,0,0,
user0902@hdfc,User 902,YBL,0,0,1091,VIDEO,1000.0,9-19,dev_0902,100304.0,0,0,
user0903@sbi,User 903,AXIS,0,0,273,VIDEO,5000.0,7-20,dev_0903,40935.0,0,0,
user0904@sbi,User 904,SBI,0,0,907,BASIC,500.0,8-20,dev_0904,104295.0,0,0,
user0905@ybl,User 905,ICICI,0,0,713,VIDEO,1000.0,7-21,dev_0905,144192.0,0,0,
user0906@hdfc,User 906,YBL,0,0,611,VIDEO,1000.0,10-20,dev_0906,191167.0,0,0,
user0907@paytm,User 907,AXIS,0,0,1843,BASIC,2000.0,9-21,dev_0907,89472.0,0,0,
user0908@axis,User 908,ICICI,0,0,1045,VIDEO,5000.0,7-19,dev_0908,72898.0,0,0,
user0909@axis,User 909,SBI,0,0,756,VIDEO,5000.0,6-22,dev_0909,45105.0,0,0,
user0910@axis,User 910,YBL,0,0,1948,BASIC,500.0,10-20,dev_0910,60438.0,0,0,
user0911@paytm,User 911,HDFC,0,0,957,VIDEO,500.0,10-22,dev_0911,175038.0,0,0,
user0912@icici,User 912,YBL,0,0,7,BASIC,5000.0,6-21,dev_0912,195367.0,0,0,
user0913@icici,User 913,HDFC,0,0,318,VIDEO,1000.0,9-19,dev_0913,153002.0,0,0,
user0914@hdfc,User 914,HDFC,0,0,372,VIDEO,2000.0,8-22,dev_0914,5470.0,0,0,
user0915@hdfc,User 915,HDFC,0,0,464,BASIC,12000.0,9-19,dev_0915,46307.0,0,0,
